cum_reactions,n_reagents,named_reaction,parent,parent_input,reactions_added,reagents,reward,smiles,step,template_id
233,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,O=C(O)CNC1CCCNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.5286,NC(Cc1ccc(O)cc1)CN1CCCC(NCC(=O)O)C1,205,139
234,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,O=C(O)CNC1CCCNC1,1,NCCc1ccccc1,0.5168,c1ccc(CCNCCNC2CCCNC2)cc1,206,136
235,1,Amide coupling,O=C(O)CNC1CCCNC1,O=C(O)CNC1CCCNC1,1,NCCc1ccc(O)cc1,0.5111,O=C(CNC1CCCNC1)NCCc1ccc(O)cc1,207,76
236,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,O=C(O)CNC1CCCNC1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5102,O=C(O)CNC1CCCN(CC2Cc3ccccc3CN2)C1,208,139
238,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,2,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.9958,Nc1cc(Br)ccc1N(Cc1c[nH]c2ccc(F)cc12)C1CN(C2CCNC2)C1,209,75
239,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9955,Brc1ccc2c(CN(Cc3ccccc3)C3CN(C4CCNC4)C3)c[nH]c2c1,210,75
240,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,NCCc1c[nH]c2ccc(O)cc12,0.9943,Oc1ccc2[nH]cc(CCNC3CN(C4CCNC4)C3)c2c1,211,73
241,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,NCc1cccc(O)c1,0.9186,Oc1cccc(CNC2CN(C3CCNC3)C2)c1,212,73
242,1,Urea formation (amine + amine),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,N#Cc1ccc2[nH]cc(CNc3ccc(Br)cc3)c2c1,0.8618,N#Cc1ccc2[nH]cc(CN(C(=O)N3CCC(N4CC(=O)C4)C3)c3ccc(Br)cc3)c2c1,213,129
243,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,NCc1c[nH]c2ccccc12,0.8065,c1ccc2c(CNC3CN(C4CCNC4)C3)c[nH]c2c1,214,73
244,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,COc1ccccc1CCN,0.7929,COc1ccccc1CCNC1CN(C2CCNC2)C1,215,73
245,1,Buchwald-Hartwig amination,O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.7728,Nc1cc(N2CCC(N3CC(=O)C3)C2)ccc1NCc1c[nH]c2ccc(F)cc12,216,114
246,1,Amide coupling,O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.7712,O=C1CN(C2CCN(C(=O)C(NCc3c[nH]c4ccc(Br)cc34)c3ccccc3)C2)C1,217,79
247,1,Direct acid -> amine (reductive),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.7707,O=C1CN(C2CCN(CCCNCc3c[nH]c4ccc(F)cc34)C2)C1,218,139
248,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.7616,O=C(O)C(Cc1ccc(O)cc1)NC1CN(C2CCNC2)C1,219,73
249,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,Nc1cccc2cc[nH]c12,0.7231,c1cc(NC2CN(C3CCNC3)C2)c2[nH]ccc2c1,220,73
250,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,N#Cc1ccc(O)c(N)c1,0.7189,N#Cc1ccc(O)c(NC2CN(C3CCNC3)C2)c1,221,73
251,1,Buchwald-Hartwig amination,O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.686,O=C1CN(C2CCN(c3ccc4c(CNCc5ccccc5)c[nH]c4c3)C2)C1,222,114
252,1,Urea formation (amine + amine),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.6437,O=C1CN(C2CCN(C(=O)N(Cc3ccccc3)Cc3c[nH]c4cc(Br)ccc34)C2)C1,223,129
253,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,Nc1ccccc1-n1cccc1,0.5912,c1ccc(-n2cccc2)c(NC2CN(C3CCNC3)C2)c1,224,73
254,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,Nc1ccnc2ccccc12,0.5459,c1ccc2c(NC3CN(C4CCNC4)C3)ccnc2c1,225,73
255,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,N#Cc1cc(N)cc(Br)c1,0.5167,N#Cc1cc(Br)cc(NC2CN(C3CCNC3)C2)c1,226,73
256,1,Urea formation (amine + amine),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,NCCc1c[nH]c2ccc(O)cc12,0.5157,O=C1CN(C2CCN(C(=O)NCCc3c[nH]c4ccc(O)cc34)C2)C1,227,126
257,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,C[C@@H](N)c1ccccc1,0.5093,CC(NC1CN(C2CCNC2)C1)c1ccccc1,228,73
258,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,O=C1CN(C2CCNC2)C1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5068,O=C(O)C1Cc2ccccc2CN1C1CN(C2CCNC2)C1,229,75
261,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,3,NCCc1c[nH]c2ccc(O)cc12,1.0,O=CCCN(CCCNCCc1c[nH]c2ccc(O)cc12)Cc1cccc(Br)c1,230,136
262,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.9967,O=CCCN(CCCN(Cc1c[nH]c2ccc(F)cc12)C1CCC1)Cc1cccc(Br)c1,231,138
263,1,Pictet-Spengler cyclisation,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,COc1ccccc1CCN,0.9943,COc1cccc2c1CCNC2CCN(CCC(=O)O)Cc1cccc(Br)c1,232,145
264,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,COc1cccc(CN)c1,0.9913,COc1cccc(CNCCCN(CCC=O)Cc2cccc(Br)c2)c1,233,136
265,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,NCCc1ccc(O)cc1,0.9891,O=C(O)CCN(CCCNCCc1ccc(O)cc1)Cc1cccc(Br)c1,234,69
266,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.9836,O=CCCN(CCCNCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1)Cc1cccc(Br)c1,235,136
267,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1cccc2cc[nH]c12,0.9809,O=CCCN(CCCNc1cccc2cc[nH]c12)Cc1cccc(Br)c1,236,136
268,1,Pictet-Spengler cyclisation,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,NCCc1c[nH]c2ccc(O)cc12,0.9756,O=CCCN(CCC1=NCCc2c1[nH]c1ccc(O)cc21)Cc1cccc(Br)c1,237,149
269,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.9573,O=CCCN(CCCNC(Cc1ccc(O)cc1)C(=O)O)Cc1cccc(Br)c1,238,136
270,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N#Cc1cc(N)cc(Br)c1,0.9556,N#Cc1cc(Br)cc(NCCCN(CCC=O)Cc2cccc(Br)c2)c1,239,136
271,1,Pictet-Spengler cyclisation,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,COc1ccccc1CCN,0.9423,COc1cccc2c1CCN=C2CCN(CCC=O)Cc1cccc(Br)c1,240,153
272,1,Benzoxazole formation,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1cccc(Br)c1O,0.9056,O=CCCN(CCc1nc2cccc(Br)c2o1)Cc1cccc(Br)c1,241,181
273,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.8899,O=CCCN(CCCN1Cc2ccccc2CC1C(=O)O)Cc1cccc(Br)c1,242,138
274,1,Esterification,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1cc(F)c(F)cc1O,0.867,Nc1cc(F)c(F)cc1OC(=O)CCN(CCC=O)Cc1cccc(Br)c1,243,131
275,1,Amide coupling,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.8444,Nc1c(Br)cccc1N(Cc1c[nH]c2ccc(Br)cc12)C(=O)CCN(CCC=O)Cc1cccc(Br)c1,244,78
276,1,Benzimidazole formation,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1ccc(Br)cc1N,0.8346,O=CCCN(CCc1nc2cc(Br)ccc2[nH]1)Cc1cccc(Br)c1,245,183
277,1,Amide coupling,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,NCc1c[nH]c2ccccc12,0.8241,O=CCCN(CCC(=O)NCc1c[nH]c2ccccc12)Cc1cccc(Br)c1,246,76
278,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,NCCc1ccccc1N[C@@H](CO)C(=O)O,0.8204,NCCc1ccccc1N(CCCN(CCC=O)Cc1cccc(Br)c1)C(CO)C(=O)O,247,138
279,1,Pictet-Spengler cyclisation,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.7775,O=C(O)CCN(CCC1NC(C(=O)O)Cc2ccc(O)cc21)Cc1cccc(Br)c1,248,145
280,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,O=C(O)[C@H](NC1CCC1)c1ccccc1,0.7526,O=CCCN(CCCN(C1CCC1)C(C(=O)O)c1ccccc1)Cc1cccc(Br)c1,249,138
281,1,Pictet-Spengler cyclisation,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.7414,O=CCCN(CCC1=NC(C(=O)O)Cc2ccc(O)cc21)Cc1cccc(Br)c1,250,153
282,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.7402,O=C(O)CCN(CCCNC(Cc1c[nH]c2ccccc12)C(=O)O)Cc1cccc(Br)c1,251,69
283,1,Esterification,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Oc1c(Br)c(C(F)(F)F)nc2ccccc12,0.6871,O=CCCN(CCC(=O)Oc1c(Br)c(C(F)(F)F)nc2ccccc12)Cc1cccc(Br)c1,252,131
284,1,Buchwald-Hartwig amination,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.6703,O=CCCN(CCC(=O)O)Cc1cccc(N(CCC(=O)O)Cc2c[nH]c3ccc(F)cc23)c1,253,115
285,1,Pictet-Spengler cyclisation,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N[C@H](CNCC(=O)O)c1ccccc1,0.6582,NC1CN(CC(=O)O)C(CCN(CCC(=O)O)Cc2cccc(Br)c2)c2ccccc21,254,145
286,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N#Cc1ccc2[nH]cc(CNc3ccc(Br)cc3)c2c1,0.642,N#Cc1ccc2[nH]cc(CN(CCCN(CCC(=O)O)Cc3cccc(Br)c3)c3ccc(Br)cc3)c2c1,255,71
287,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N#Cc1ccc(N)c(N)c1,0.563,N#Cc1ccc(NCCCN(CCC(=O)O)Cc2cccc(Br)c2)c(N)c1,256,69
288,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.548,O=C(O)CCN(CCCNc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12)Cc1cccc(Br)c1,257,69
289,1,Buchwald-Hartwig amination,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,COc1ccccc1CCN,0.535,COc1ccccc1CCNc1cccc(CN(CCC=O)CCC(=O)O)c1,258,113
290,1,Benzimidazole formation (N-substituted),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.5109,O=CCCN(CCc1nc2cc(Br)ccc2n1Cc1c[nH]c2ccc(F)cc12)Cc1cccc(Br)c1,259,185
292,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,2,NCCc1c[nH]c2ccccc12,0.9355,CN(CCNCCc1c[nH]c2ccccc12)C1CNC1,260,136
293,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,NCCc1ccc(O)cc1,0.9199,CN(CCNCCc1ccc(O)cc1)C1CNC1,261,136
294,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,NCc1cccc(O)c1,0.8641,CN(CCNCc1cccc(O)c1)C1CNC1,262,136
295,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,NCc1ccccc1O,0.73,CN(CCNCc1ccccc1O)C1CNC1,263,136
296,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.6114,CN(CCNC(Cc1ccc(O)cc1)C(=O)O)C1CNC1,264,136
297,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,Nc1ccccc1S,0.5537,CN(CCNc1ccccc1S)C1CNC1,265,136
298,1,Pictet-Spengler cyclisation,CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,NCCc1ccccc1,0.5479,CN(CC1=NCCc2ccccc21)C1CNC1,266,153
299,1,Pictet-Spengler cyclisation,CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.5409,CN(CC1=NC(C(=O)O)Cc2ccc(O)cc21)C1CNC1,267,153
300,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,COc1ccc(O)c(N)c1,0.5179,COc1ccc(O)c(NCCN(C)C2CNC2)c1,268,136
301,1,Amide coupling,CN(CC(=O)O)C1CNC1,CN(CC(=O)O)C1CNC1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.5,CN(CC(=O)N(CCC(=O)O)Cc1c[nH]c2ccc(F)cc12)C1CNC1,269,78
305,1,aza-Michael addition (enone),N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,4,C=CC=O,1.0,N#Cc1cc(Br)cc(N(CCC=O)CCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,270,58
306,1,Reductive amination (aldehyde),N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,1,CCC=O,0.9968,CCCN(CCc1c[nH]c2ccccc12)C1CCCN(CCNc2cc(Br)cc(C#N)c2)C1,271,70
307,1,Pictet-Spengler cyclisation,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,1,CCC=O,0.9845,CCC1c2[nH]c3ccccc3c2CCN1C1CCCN(CCNc2cc(Br)cc(C#N)c2)C1,272,140
308,1,Buchwald-Hartwig amination,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,1,O[C@@H]1CCNC1,0.9667,N#Cc1cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)cc(N2CCC(O)C2)c1,273,115
309,1,N-alkylation (azole N-H + alkyl halide),N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,1,CCCCBr,0.9489,CCCCn1cc(CCNC2CCCN(CCNc3cc(Br)cc(C#N)c3)C2)c2ccccc21,274,202
310,1,Tetrazole formation (nitrile + alkyl halide),N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,1,CCCCCCBr,0.5873,CCCCCCn1nnnc1-c1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,275,98
312,1,Pictet-Spengler cyclisation,COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,2,O=Cc1c[nH]c2ccc(I)cc12,1.0,COc1cccc2c1CCN(CC1CCNCC1)C2c1c[nH]c2ccc(I)cc12,276,144
313,1,Reductive amination (aldehyde),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=Cc1c[nH]c2ccc(I)cc12,1.0,COc1ccccc1CCN(Cc1c[nH]c2ccc(I)cc12)CC1CCNCC1,277,70
314,1,Reductive amination (aldehyde),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=Cc1c[nH]c2ccc(F)cc12,1.0,COc1ccccc1CCNCC1CCN(Cc2c[nH]c3ccc(F)cc23)CC1,278,70
315,1,Reductive amination (ketone),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=C(CCl)c1ccc(Cl)c(Cl)c1,0.9974,COc1ccccc1CCN(CC1CCNCC1)C(CCl)c1ccc(Cl)c(Cl)c1,279,74
316,1,Reductive amination (ketone),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=C(CCl)c1ccc(Cl)c(Cl)c1,0.9963,COc1ccccc1CCNCC1CCN(C(CCl)c2ccc(Cl)c(Cl)c2)CC1,280,74
317,1,Buchwald-Hartwig amination,COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,Nc1cc(Br)ccc1O,0.9881,COc1ccccc1CCNCC1CCN(c2ccc(O)c(N)c2)CC1,281,114
318,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.9836,COc1ccccc1CCNCC1CCN(CC(C)NCc2cccc(Br)c2)CC1,282,139
319,1,Pictet-Spengler cyclisation,COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=Cc1ccc(F)c(C(F)(F)F)c1,0.9721,COc1cccc2c1CCN(CC1CCNCC1)C2c1ccc(F)c(C(F)(F)F)c1,283,144
320,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,N[C@@H](Cc1cccs1)C(=O)O,0.9678,COc1ccccc1CCN(CC(N)Cc1cccs1)CC1CCNCC1,284,139
321,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=C(O)c1cccc(N=C=S)c1,0.9467,COc1ccccc1CCN(Cc1cccc(N=C=S)c1)CC1CCNCC1,285,139
322,1,Buchwald-Hartwig amination,COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,Nc1cc(Br)ccc1O,0.9349,COc1ccccc1CCN(CC1CCNCC1)c1ccc(O)c(N)c1,286,114
323,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=C(O)CNc1ccc(B(O)O)cc1,0.9138,COc1ccccc1CCNCC1CCN(CCNc2ccc(B(O)O)cc2)CC1,287,139
324,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=C(O)c1cccc(N=C=S)c1,0.9117,COc1ccccc1CCNCC1CCN(Cc2cccc(N=C=S)c2)CC1,288,139
325,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,N[C@@H](Cc1c[nH]cn1)C(=O)O,0.908,COc1ccccc1CCNCC1CCN(CC(N)Cc2c[nH]cn2)CC1,289,139
326,1,Reductive amination (ketone),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,CC(=O)c1cccc(B(O)O)c1,0.8833,COc1ccccc1CCN(CC1CCNCC1)C(C)c1cccc(B(O)O)c1,290,74
327,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.8802,COc1ccccc1CCN(CC1CCNCC1)CC(NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,291,139
328,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=C(O)CNc1ccc(B(O)O)cc1,0.8699,COc1ccccc1CCN(CCNc1ccc(B(O)O)cc1)CC1CCNCC1,292,139
329,1,Pictet-Spengler cyclisation,COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,C=CC=O,0.8198,C=CC1c2cccc(OC)c2CCN1CC1CCNCC1,293,144
330,1,Amide coupling,COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,Nc1ccc(C(=O)O)cc1Br,0.6775,COc1ccccc1CCN(CC1CCNCC1)C(=O)c1ccc(N)c(Br)c1,294,79
331,1,SNAr (activated aryl fluoride + amine),COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=Cc1ccc(C(F)(F)F)cc1F,0.5362,COc1ccccc1CCN(CC1CCNCC1)c1cc(C(F)(F)F)ccc1C=O,295,4
332,1,Amide coupling,COc1ccccc1CCNCC1CCNCC1,COc1ccccc1CCNCC1CCNCC1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.5,COc1ccccc1CCN(CC1CCNCC1)C(=O)CCNCc1c[nH]c2ccc(F)cc12,296,79
335,1,Pictet-Spengler cyclisation,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,3,COc1ccccc1CCN,1.0,COc1cccc2c1CCNC2CCN1CCCC(Nc2cc(F)ccc2O)C1,297,145
336,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,COc1ccccc1CCN,1.0,COc1ccccc1CCNCCCN1CCCC(Nc2cc(F)ccc2O)C1,298,69
337,1,Direct acid -> amine (reductive),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1.0,NC(Cc1c[nH]c2ccccc12)CN(c1cc(F)ccc1O)C1CCCN(CCC=O)C1,299,139
338,1,Reductive amination (ketone),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,N#Cc1cccc(C(=O)CBr)c1,1.0,N#Cc1cccc(C(CBr)N(c2cc(F)ccc2O)C2CCCN(CCC=O)C2)c1,300,74
