strategy,tau,similarity,modes,reactions_used,reactions_per_mode,reward_gen_calls,stop_reason,pool_limited,total_modes_run,total_reactions_run,wall_s
hub_batching,8.0,0.7,177,297,1.678,48825,reactions,False,178,302,0.1
best_candidate,8.0,0.7,60,300,5.0,0,reactions,False,60,300,0.13
hub_batching,8.0,0.75,200,300,1.5,40425,reactions,False,200,300,0.1
best_candidate,8.0,0.75,60,300,5.0,0,reactions,False,60,300,0.15
hub_batching,8.0,0.8,220,300,1.3636,32970,reactions,False,220,300,0.1
best_candidate,8.0,0.8,60,296,4.9333,0,reactions,False,61,301,0.16
hub_batching,8.0,0.85,224,300,1.3393,31605,reactions,False,224,300,0.11
best_candidate,8.0,0.85,60,296,4.9333,0,reactions,False,61,301,0.17
hub_batching,8.0,0.9,228,300,1.3158,28770,reactions,False,228,300,0.11
best_candidate,8.0,0.9,60,296,4.9333,0,reactions,False,61,301,0.17
